codigo,nombre,tipo,capitulo,grupo,subgrupo,categoria,codigo_jerarquico,sexo_aplicable,quirurgico,habilitado,actualizado_en
321701,INYECCIÓN DE SUSTANCIA TERAPÉUTICA EN BRONQUIO O PULMÓN VÍA ENDOSCÓPICA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,PROCEDIMIENTOS DE REPARACIÓN EN PULMÓN Y BRONQUIO,INYECCIÓN DE SUSTANCIA TERAPÉUTICA EN BRONQUIO O PULMÓN,32.1.7.01,Z,true,true,2026-04-29 12:54:39
321702,LAVADO PULMONAR TOTAL,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,PROCEDIMIENTOS DE REPARACIÓN EN PULMÓN Y BRONQUIO,INYECCIÓN DE SUSTANCIA TERAPÉUTICA EN BRONQUIO O PULMÓN,32.1.7.02,Z,true,true,2026-04-29 12:54:39
322101,RESECCIÓN DE BULAS PULMONARES VÍA ABIERTA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,ESCISIÓN O ABLACIÓN DE LESIÓN O TEJIDO PULMONAR,RESECCIÓN DE BULAS,32.2.1.01,Z,true,true,2026-04-29 12:54:39
322102,RESECCIÓN DE BULAS PULMONARES POR TORACOSCOPIA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,ESCISIÓN O ABLACIÓN DE LESIÓN O TEJIDO PULMONAR,RESECCIÓN DE BULAS,32.2.1.02,Z,true,true,2026-04-29 12:54:39
322201,REDUCCIÓN DE VOLUMEN PULMONAR VÍA ABIERTA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,ESCISIÓN O ABLACIÓN DE LESIÓN O TEJIDO PULMONAR,REDUCCIÓN DE VOLUMEN PULMONAR,32.2.2.01,Z,true,true,2026-04-29 12:54:39
322202,REDUCCIÓN DE VOLUMEN PULMONAR VÍA ENDOSCÓPICA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,ESCISIÓN O ABLACIÓN DE LESIÓN O TEJIDO PULMONAR,REDUCCIÓN DE VOLUMEN PULMONAR,32.2.2.02,Z,true,true,2026-04-29 12:54:39
322203,REDUCCIÓN DE VOLUMEN PULMONAR POR TORACOSCOPIA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,ESCISIÓN O ABLACIÓN DE LESIÓN O TEJIDO PULMONAR,REDUCCIÓN DE VOLUMEN PULMONAR,32.2.2.03,Z,true,true,2026-04-29 12:54:39
322801,RESECCIÓN O ABLACIÓN DE LESIÓN O TEJIDO PULMONAR VÍA ENDOSCÓPICA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,ESCISIÓN O ABLACIÓN DE LESIÓN O TEJIDO PULMONAR,RESECCIÓN O ABLACIÓN DE LESIÓN O TEJIDO PULMONAR,32.2.8.01,Z,true,true,2026-04-29 12:54:39
324101,LOBECTOMÍA SEGMENTARIA VÍA ABIERTA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,LOBECTOMÍA DE PULMÓN,LOBECTOMÍA SEGMENTARIA O RESECCIÓN EN CUÑA,32.4.1.01,Z,true,true,2026-04-29 12:54:39
324102,LOBECTOMÍA SEGMENTARIA POR TORACOSCOPIA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,LOBECTOMÍA DE PULMÓN,LOBECTOMÍA SEGMENTARIA O RESECCIÓN EN CUÑA,32.4.1.02,Z,true,true,2026-04-29 12:54:39
324103,RESECCIÓN EN CUÑA VÍA ABIERTA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,LOBECTOMÍA DE PULMÓN,LOBECTOMÍA SEGMENTARIA O RESECCIÓN EN CUÑA,32.4.1.03,Z,true,true,2026-04-29 12:54:39
324104,RESECCIÓN EN CUÑA POR TORACOSCOPIA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,LOBECTOMÍA DE PULMÓN,LOBECTOMÍA SEGMENTARIA O RESECCIÓN EN CUÑA,32.4.1.04,Z,true,true,2026-04-29 12:54:39
324105,RESECCIÓN DE METÁSTASIS PULMONARES VÍA ABIERTA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,LOBECTOMÍA DE PULMÓN,LOBECTOMÍA SEGMENTARIA O RESECCIÓN EN CUÑA,32.4.1.05,Z,true,true,2026-04-29 12:54:39
324106,RESECCIÓN DE METÁSTASIS PULMONARES POR TORACOSCOPIA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,LOBECTOMÍA DE PULMÓN,LOBECTOMÍA SEGMENTARIA O RESECCIÓN EN CUÑA,32.4.1.06,Z,true,true,2026-04-29 12:54:39
324201,LOBECTOMÍA TOTAL PULMONAR VÍA ABIERTA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,LOBECTOMÍA DE PULMÓN,LOBECTOMÍA TOTAL PULMONAR,32.4.2.01,Z,true,true,2026-04-29 12:54:39
324202,LOBECTOMÍA TOTAL PULMONAR POR TORACOSCOPIA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,LOBECTOMÍA DE PULMÓN,LOBECTOMÍA TOTAL PULMONAR,32.4.2.02,Z,true,true,2026-04-29 12:54:39
324203,BILOBECTOMÍA PULMONAR VÍA ABIERTA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,LOBECTOMÍA DE PULMÓN,LOBECTOMÍA TOTAL PULMONAR,32.4.2.03,Z,true,true,2026-04-29 12:54:39
324204,BILOBECTOMÍA PULMONAR POR TORACOSCOPIA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,LOBECTOMÍA DE PULMÓN,LOBECTOMÍA TOTAL PULMONAR,32.4.2.04,Z,true,true,2026-04-29 12:54:39
324205,LOBECTOMÍA TOTAL PULMONAR (DONANTE VIVO) VÍA ABIERTA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,LOBECTOMÍA DE PULMÓN,LOBECTOMÍA TOTAL PULMONAR,32.4.2.05,Z,true,true,2026-04-29 12:54:39
324206,LOBECTOMÍA TOTAL PULMONAR (DONANTE VIVO) POR TORACOSCOPIA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,LOBECTOMÍA DE PULMÓN,LOBECTOMÍA TOTAL PULMONAR,32.4.2.06,Z,true,true,2026-04-29 12:54:39
325101,NEUMONECTOMÍA SIMPLE VÍA ABIERTA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,NEUMONECTOMÍA,NEUMONECTOMÍA SIMPLE,32.5.1.01,Z,true,true,2026-04-29 12:54:39
325102,NEUMONECTOMÍA SIMPLE POR TORACOSCOPIA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,NEUMONECTOMÍA,NEUMONECTOMÍA SIMPLE,32.5.1.02,Z,true,true,2026-04-29 12:54:39
325201,NEUMONECTOMÍA RADICAL VÍA ABIERTA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,NEUMONECTOMÍA,NEUMONECTOMÍA RADICAL,32.5.2.01,Z,true,true,2026-04-29 12:54:39
325202,NEUMONECTOMÍA RADICAL POR TORACOSCOPIA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,NEUMONECTOMÍA,NEUMONECTOMÍA RADICAL,32.5.2.02,Z,true,true,2026-04-29 12:54:39
325301,NEUMONECTOMÍA CON DECORTICACIÓN CONCOMITANTE [PLEURONEUMONECTOMÍA] VÍA ABIERTA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,NEUMONECTOMÍA,NEUMONECTOMÍA CON DECORTICACIÓN CONCOMITANTE [PLEURONEUMONECTOMÍA],32.5.3.01,Z,true,true,2026-04-29 12:54:39
325302,PLEURONEUMOPERICARDIECTOMÍA EXTRAPLEURAL CON RECONSTRUCCIÓN VÍA ABIERTA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,NEUMONECTOMÍA,NEUMONECTOMÍA CON DECORTICACIÓN CONCOMITANTE [PLEURONEUMONECTOMÍA],32.5.3.02,Z,true,true,2026-04-29 12:54:39
325303,NEUMONECTOMÍA CON DECORTICACIÓN CONCOMITANTE [PLEURONEUMONECTOMÍA] POR TORACOSCOPIA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,NEUMONECTOMÍA,NEUMONECTOMÍA CON DECORTICACIÓN CONCOMITANTE [PLEURONEUMONECTOMÍA],32.5.3.03,Z,true,true,2026-04-29 12:54:39
325401,OBTENCIÓN DE PULMÓN PARA TRASPLANTE VÍA ABIERTA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,NEUMONECTOMÍA,OBTENCIÓN DE PULMÓN PARA TRASPLANTE,32.5.4.01,Z,true,true,2026-04-29 12:54:39
325501,OBTENCIÓN DE CORAZÓN-PULMÓN PARA TRASPLANTE VÍA ABIERTA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,NEUMONECTOMÍA,OBTENCIÓN DE CORAZÓN-PULMÓN PARA TRASPLANTE,32.5.5.01,Z,true,true,2026-04-29 12:54:39
326101,DISECCIÓN EN (BLOQUE) DE BRONQUIO- LÓBULO DE PULMÓN- PLEJO BRAQUIAL- ESTRUCTURA INTERCOSTAL- COSTILLA (APÓFISIS TRANSVERSAL) Y NERVIOS SIMPÁTICOS,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,DISECCIÓN DE ESTRUCTURAS TORÁCICAS,DISECCIÓN EN BLOQUE DE ESTRUCTURAS TORÁCICAS,32.6.1.01,Z,true,true,2026-04-29 12:54:39
327001,TRASPLANTE UNILATERAL DE PULMÓN VÍA ABIERTA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,TRASPLANTE DE PULMÓN,TRASPLANTE UNILATERAL DE PULMÓN,32.7.0.01,Z,true,true,2026-04-29 12:54:39
327101,TRASPLANTE BILATERAL DE PULMÓN VÍA ABIERTA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,TRASPLANTE DE PULMÓN,TRASPLANTE BILATERAL DE PULMÓN,32.7.1.01,Z,true,true,2026-04-29 12:54:39
328001,TRASPLANTE DE PULMÓN CORAZÓN VÍA ABIERTA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,TRASPLANTE COMBINADO DE PULMÓN CORAZÓN,TRASPLANTE DE PULMÓN CORAZÓN,32.8.0.01,Z,true,true,2026-04-29 12:54:39
329001,EMPAQUETAMIENTO Y DESEMPAQUETAMIENTO DEL PULMON,CUPS,Capítulo 06 SISTEMA RESPIRATORIO,EMPAQUETAMIENTO Y DESEMPAQUETAMIENTO DEL PULMON,EMPAQUETAMIENTO Y DESEMPAQUETAMIENTO DEL PULMON,EMPAQUETAMIENTO Y DESEMPAQUETAMIENTO DEL PULMON,32.9.0.01,Z,true,true,2026-04-29 12:54:39
332101,BRONCOSCOPIA A TRAVÉS DE ESTOMA ARTIFICIAL,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,OTROS PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,PROCEDIMIENTOS EN PULMÓN Y BRONQUIO,BRONCOSCOPIAS A TRAVÉS DE ESTOMA ARTIFICIAL,33.2.1.01,Z,true,true,2026-04-29 12:54:39
332201,BRONCOSCOPIA CON LAVADO BRONQUIAL,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,OTROS PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,PROCEDIMIENTOS EN PULMÓN Y BRONQUIO,BRONCOSCOPIAS,33.2.2.01,Z,true,true,2026-04-29 12:54:39
332202,BRONCOSCOPIA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,OTROS PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,PROCEDIMIENTOS EN PULMÓN Y BRONQUIO,BRONCOSCOPIAS,33.2.2.02,Z,true,true,2026-04-29 12:54:39
332203,BRONCOSCOPIA CON LAVADO BRONCOALVEOLAR,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,OTROS PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,PROCEDIMIENTOS EN PULMÓN Y BRONQUIO,BRONCOSCOPIAS,33.2.2.03,Z,true,true,2026-04-29 12:54:39
332204,BRONCOSCOPIA CON CEPILLADO,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,OTROS PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,PROCEDIMIENTOS EN PULMÓN Y BRONQUIO,BRONCOSCOPIAS,33.2.2.04,Z,true,true,2026-04-29 12:54:39
332205,BRONCOSCOPIA CON APLICACIÓN O RETIRO DE FUENTE RADIACTIVA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,OTROS PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,PROCEDIMIENTOS EN PULMÓN Y BRONQUIO,BRONCOSCOPIAS,33.2.2.05,Z,true,true,2026-04-29 12:54:39
332206,BRONCOSCOPIA CON PUNCIÓN (ASPIRACIÓN) TRANSTRAQUEAL,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,OTROS PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,PROCEDIMIENTOS EN PULMÓN Y BRONQUIO,BRONCOSCOPIAS,33.2.2.06,Z,true,true,2026-04-29 12:54:39
332207,BRONCOSCOPIA CON PUNCIÓN (ASPIRACIÓN) TRANSBRONQUIAL,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,OTROS PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,PROCEDIMIENTOS EN PULMÓN Y BRONQUIO,BRONCOSCOPIAS,33.2.2.07,Z,true,true,2026-04-29 12:54:39
332208,BRONCOSCOPIA CON AUTOFLUORESCENCIA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,OTROS PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,PROCEDIMIENTOS EN PULMÓN Y BRONQUIO,BRONCOSCOPIAS,33.2.2.08,Z,true,true,2026-04-29 12:54:39
332209,BRONCOSCOPIA CON TOMOGRAFÍA DE COHERENCIA ÓPTICA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,OTROS PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,PROCEDIMIENTOS EN PULMÓN Y BRONQUIO,BRONCOSCOPIAS,33.2.2.09,Z,true,true,2026-04-29 12:54:39
332210,BRONCOSCOPIA CON TERMOPLASTIA BRONQUIAL,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,OTROS PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,PROCEDIMIENTOS EN PULMÓN Y BRONQUIO,BRONCOSCOPIAS,33.2.2.10,Z,true,true,2026-04-29 12:54:39
332401,BIOPSIA DE BRONQUIO VÍA ENDOSCÓPICA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,OTROS PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,PROCEDIMIENTOS EN PULMÓN Y BRONQUIO,BIOPSIA BRONQUIAL VÍA ENDOSCÓPICA,33.2.4.01,Z,true,true,2026-04-29 12:54:39
332501,BIOPSIA DE BRONQUIO VÍA ABIERTA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,OTROS PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,PROCEDIMIENTOS EN PULMÓN Y BRONQUIO,BIOPSIA BRONQUIAL VÍA ABIERTA,33.2.5.01,Z,true,true,2026-04-29 12:54:39
332601,BIOPSIA CERRADA DE PULMÓN VÍA PERCUTÁNEA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,OTROS PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,PROCEDIMIENTOS EN PULMÓN Y BRONQUIO,BIOPSIAS CERRADAS DE PULMÓN VÍA PERCUTÁNEA,33.2.6.01,Z,true,true,2026-04-29 12:54:39
332703,BIOPSIA DE PULMÓN VÍA ENDOSCÓPICA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,OTROS PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,PROCEDIMIENTOS EN PULMÓN Y BRONQUIO,BIOPSIAS DE PULMÓN VÍA ENDOSCÓPICA,33.2.7.03,Z,true,true,2026-04-29 12:54:39
332704,BIOPSIA DE PULMÓN POR TORACOSCOPIA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,OTROS PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,PROCEDIMIENTOS EN PULMÓN Y BRONQUIO,BIOPSIAS DE PULMÓN VÍA ENDOSCÓPICA,33.2.7.04,Z,true,true,2026-04-29 12:54:39
332801,BIOPSIA DE PULMÓN VÍA ABIERTA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,OTROS PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,PROCEDIMIENTOS EN PULMÓN Y BRONQUIO,BIOPSIAS DE PULMÓN VÍA ABIERTA,33.2.8.01,Z,true,true,2026-04-29 12:54:39
332901,EXTRACCIÓN DE CUERPO EXTRAÑO DE BRONQUIO O PULMÓN VÍA ABIERTA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,OTROS PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,PROCEDIMIENTOS EN PULMÓN Y BRONQUIO,EXTRACCIÓN DE CUERPO EXTRAÑO EN BRONQUIO O PULMÓN,33.2.9.01,Z,true,true,2026-04-29 12:54:39
332902,EXTRACCIÓN DE CUERPO EXTRAÑO DE BRONQUIO O PULMÓN VÍA ENDOSCÓPICA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,OTROS PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,PROCEDIMIENTOS EN PULMÓN Y BRONQUIO,EXTRACCIÓN DE CUERPO EXTRAÑO EN BRONQUIO O PULMÓN,33.2.9.02,Z,true,true,2026-04-29 12:54:39
332903,EXTRACCIÓN DE CUERPO EXTRAÑO DE BRONQUIO O PULMÓN POR TORACOSCOPIA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,OTROS PROCEDIMIENTOS EN BRONQUIO Y PULMÓN,PROCEDIMIENTOS EN PULMÓN Y BRONQUIO,EXTRACCIÓN DE CUERPO EXTRAÑO EN BRONQUIO O PULMÓN,33.2.9.03,Z,true,true,2026-04-29 12:54:39
340101,EMPAQUETAMIENTO Y DESEMPAQUETAMIENTO DE LA PARED TORACICA,CUPS,Capítulo 06 SISTEMA RESPIRATORIO,EMPAQUETAMIENTO Y DESEMPAQUETAMIENTO DE LA PARED TORACICA,EMPAQUETAMIENTO Y DESEMPAQUETAMIENTO DE LA PARED TORACICA,EMPAQUETAMIENTO Y DESEMPAQUETAMIENTO DE LA PARED TORACICA,34.0.1.01,Z,true,true,2026-04-29 12:54:39
340201,TORACOTOMÍA EXPLORATORIA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,"PROCEDIMIENTOS EN PARED TORÁCICA, PLEURA, MEDIASTINO Y DIAFRAGMA",PROCEDIMIENTOS EN PARED TORÁCICA,TORACOTOMÍAS,34.0.2.01,Z,true,true,2026-04-29 12:54:39
340202,TORACOTOMÍA PARA ABORDAJE DE COLUMNA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,"PROCEDIMIENTOS EN PARED TORÁCICA, PLEURA, MEDIASTINO Y DIAFRAGMA",PROCEDIMIENTOS EN PARED TORÁCICA,TORACOTOMÍAS,34.0.2.02,Z,true,true,2026-04-29 12:54:39
340301,TORACOSTOMÍA VÍA ABIERTA CON RESECCIÓN COSTAL,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,"PROCEDIMIENTOS EN PARED TORÁCICA, PLEURA, MEDIASTINO Y DIAFRAGMA",PROCEDIMIENTOS EN PARED TORÁCICA,TORACOSTOMÍA ABIERTA CON RESECCIÓN COSTAL,34.0.3.01,Z,true,true,2026-04-29 12:54:39
340302,LAVADO O DESBRIDAMIENTO DE TORACOSTOMÍA ABIERTA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,"PROCEDIMIENTOS EN PARED TORÁCICA, PLEURA, MEDIASTINO Y DIAFRAGMA",PROCEDIMIENTOS EN PARED TORÁCICA,TORACOSTOMÍA ABIERTA CON RESECCIÓN COSTAL,34.0.3.02,Z,true,true,2026-04-29 12:54:39
340401,TORACOSTOMÍA CERRADA PARA DRENAJE,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,"PROCEDIMIENTOS EN PARED TORÁCICA, PLEURA, MEDIASTINO Y DIAFRAGMA",PROCEDIMIENTOS EN PARED TORÁCICA,TORACOSTOMÍA CERRADA,34.0.4.01,Z,true,true,2026-04-29 12:54:39
340501,BIOPSIA DE LESIÓN DE PARED TORÁCICA VÍA PERCUTÁNEA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,"PROCEDIMIENTOS EN PARED TORÁCICA, PLEURA, MEDIASTINO Y DIAFRAGMA",PROCEDIMIENTOS EN PARED TORÁCICA,BIOPSIA DE PARED TORÁCICA,34.0.5.01,Z,true,true,2026-04-29 12:54:39
340502,BIOPSIA DE LESIÓN DE PARED TORÁCICA VÍA ABIERTA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,"PROCEDIMIENTOS EN PARED TORÁCICA, PLEURA, MEDIASTINO Y DIAFRAGMA",PROCEDIMIENTOS EN PARED TORÁCICA,BIOPSIA DE PARED TORÁCICA,34.0.5.02,Z,true,true,2026-04-29 12:54:39
340601,ESCISIÓN O ABLACIÓN DE LESIÓN DE PARED TORÁCICA POR TORACOTOMÍA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,"PROCEDIMIENTOS EN PARED TORÁCICA, PLEURA, MEDIASTINO Y DIAFRAGMA",PROCEDIMIENTOS EN PARED TORÁCICA,ESCISIÓN O ABLACIÓN DE LESIÓN DE PARED TORÁCICA,34.0.6.01,Z,true,true,2026-04-29 12:54:39
340602,ESCISIÓN O ABLACIÓN RADICAL DE PARED TORÁCICA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,"PROCEDIMIENTOS EN PARED TORÁCICA, PLEURA, MEDIASTINO Y DIAFRAGMA",PROCEDIMIENTOS EN PARED TORÁCICA,ESCISIÓN O ABLACIÓN DE LESIÓN DE PARED TORÁCICA,34.0.6.02,Z,true,true,2026-04-29 12:54:39
340701,EXTRACCIÓN DE CUERPO EXTRAÑO EN PARED TORÁCICA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,"PROCEDIMIENTOS EN PARED TORÁCICA, PLEURA, MEDIASTINO Y DIAFRAGMA",PROCEDIMIENTOS EN PARED TORÁCICA,"""EXTRACCIÓN DE CUERPO EXTRAÑO O DISPOSITIVO EN PAREDTORÁCICA""",34.0.7.01,Z,true,true,2026-04-29 12:54:39
340702,EXTRACCIÓN DE DISPOSITIVO EN PARED TORÁCICA VÍA ABIERTA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,"PROCEDIMIENTOS EN PARED TORÁCICA, PLEURA, MEDIASTINO Y DIAFRAGMA",PROCEDIMIENTOS EN PARED TORÁCICA,"""EXTRACCIÓN DE CUERPO EXTRAÑO O DISPOSITIVO EN PAREDTORÁCICA""",34.0.7.02,Z,true,true,2026-04-29 12:54:39
340703,EXTRACCIÓN DE DISPOSITIVO EN PARED TORÁCICA POR TORACOSCOPIA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,"PROCEDIMIENTOS EN PARED TORÁCICA, PLEURA, MEDIASTINO Y DIAFRAGMA",PROCEDIMIENTOS EN PARED TORÁCICA,"""EXTRACCIÓN DE CUERPO EXTRAÑO O DISPOSITIVO EN PAREDTORÁCICA""",34.0.7.03,Z,true,true,2026-04-29 12:54:39
340801,SUTURA DE LACERACIÓN DE PARED TORÁCICA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,"PROCEDIMIENTOS EN PARED TORÁCICA, PLEURA, MEDIASTINO Y DIAFRAGMA",PROCEDIMIENTOS EN PARED TORÁCICA,SUTURA DE LACERACIONES DE PARED TORÁCICA,34.0.8.01,Z,true,true,2026-04-29 12:54:39
340901,CIERRE DE TORACOSTOMÍA VÍA ABIERTA,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,"PROCEDIMIENTOS EN PARED TORÁCICA, PLEURA, MEDIASTINO Y DIAFRAGMA",PROCEDIMIENTOS EN PARED TORÁCICA,RECONSTRUCCIÓN DE LA PARED TORÁCICA,34.0.9.01,Z,true,true,2026-04-29 12:54:39
340902,FIJACIÓN DE ESTERNÓN CON DISPOSITIVO,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,"PROCEDIMIENTOS EN PARED TORÁCICA, PLEURA, MEDIASTINO Y DIAFRAGMA",PROCEDIMIENTOS EN PARED TORÁCICA,RECONSTRUCCIÓN DE LA PARED TORÁCICA,34.0.9.02,Z,true,true,2026-04-29 12:54:39
340903,RECONSTRUCCIÓN DE LA PARED TORÁCICA ANTERIOR CON COLGAJO (MUSCULAR O DE EPIPLÓN),CUPS,CapItulo 06 SISTEMA RESPIRATORIO,"PROCEDIMIENTOS EN PARED TORÁCICA, PLEURA, MEDIASTINO Y DIAFRAGMA",PROCEDIMIENTOS EN PARED TORÁCICA,RECONSTRUCCIÓN DE LA PARED TORÁCICA,34.0.9.03,Z,true,true,2026-04-29 12:54:39
340904,RECONSTRUCCIÓN DE LA PARED TORÁCICA CON DISPOSITIVO,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,"PROCEDIMIENTOS EN PARED TORÁCICA, PLEURA, MEDIASTINO Y DIAFRAGMA",PROCEDIMIENTOS EN PARED TORÁCICA,RECONSTRUCCIÓN DE LA PARED TORÁCICA,34.0.9.04,Z,true,true,2026-04-29 12:54:39
340905,TORACOPLASTIA CON CIERRE DE FÍSTULA BRONCOPLEURAL,CUPS,CapItulo 06 SISTEMA RESPIRATORIO,"PROCEDIMIENTOS EN PARED TORÁCICA, PLEURA, MEDIASTINO Y DIAFRAGMA",PROCEDIMIENTOS EN PARED TORÁCICA,RECONSTRUCCIÓN DE LA PARED TORÁCICA,34.0.9.05,Z,true,true,2026-04-29 12:54:39
